School,SRC School ID,ULCS Code,Report,Rpt Type Long,Street Address,City,State,Zip Code,Phone Number,Fax Number,Governance,Turnaround Model,Enrollment,Website,Grades Served,Admissions Type,Peer Group,2018-19 Learning Network,2019-20 Learning Network,Notes,Overall Score,Overall Pts Earn,Overall Pts Poss,Overall Tier,Overall Peer Rank,Overall City Rank,Ach Score,Ach Pts Earn,Ach Pts Poss,Ach Tier,Ach Peer Rank,Ach City Rank,Prog Score,Prog Pts Earn,Prog Pts Poss,Prog Tier,Prog Peer Rank,Prog City Rank,Clim Score,Clim Pts Earn,Clim Pts Poss,Clim Tier,Clim Peer Rank,Clim City Rank,CC Score,CC Pts Earn,CC Pts Poss,CC Tier,CC Peer Rank,CC City Rank,Keystone Alg1 Prof/Adv Score,Keystone Alg1 Prof/Adv Denom,Keystone Alg1 Prof/Adv Pts Earn,Keystone Alg1 Prof/Adv Pts Poss,Keystone Alg1 Prof/Adv Pct Earn,Keystone Alg1 Prof/Adv Tier,Keystone GR9 Alg1 Prof/Adv Score,Keystone GR9 Alg1 Prof/Adv Denom,Keystone Alg1 Adv Score,Keystone Alg1 Adv Denom,Keystone Alg1 Adv Pts Earn,Keystone Alg1 Adv Pts Poss,Keystone Alg1 Adv Pct Earn,Keystone Alg1 Adv Tier,Keystone Bio Prof/Adv Score,Keystone Bio Prof/Adv Denom,Keystone Bio Prof/Adv Pts Earn,Keystone Bio Prof/Adv Pts Poss,Keystone Bio Prof/Adv Pct Earn,Keystone Bio Prof/Adv Tier,Keystone Bio Adv Score,Keystone Bio Adv Denom,Keystone Bio Adv Pts Earn,Keystone Bio Adv Pts Poss,Keystone Bio Adv Pct Earn,Keystone Bio Adv Tier,Keystone Lit Prof/Adv Score,Keystone Lit Prof/Adv Denom,Keystone Lit Prof/Adv Pts Earn,Keystone Lit Prof/Adv Pts Poss,Keystone Lit Prof/Adv Pct Earn,Keystone Lit Prof/Adv Tier,Keystone Lit Adv Score,Keystone Lit Adv Denom,Keystone Lit Adv Pts Earn,Keystone Lit Adv Pts Poss,Keystone Lit Adv Pct Earn,Keystone Lit Adv Tier,ACCESS Prof Score,ACCESS Prof Denom,ACCESS Prof Pts Earn,ACCESS Prof Pts Poss,ACCESS Prof Pct Earn,ACCESS Prof Tier,Keystone Alg1 AGI Score,Keystone Alg1 AGI Pts Earn,Keystone Alg1 AGI Pts Poss,Keystone Alg1 AGI Pct Earn,Keystone Alg1 AGI Tier,Keystone Bio AGI Score,Keystone Bio AGI Pts Earn,Keystone Bio AGI Pts Poss,Keystone Bio AGI Pct Earn,Keystone Bio AGI Tier,Keystone Lit AGI Score,Keystone Lit AGI Pts Earn,Keystone Lit AGI Pts Poss,Keystone Lit AGI Pct Earn,Keystone Lit AGI Tier,Stay On Track Score,Stay On Track Denom,Stay On Track Pts Earn,Stay On Track Pts Poss,Stay On Track Pct Earn,Stay On Track Tier,Back On Track Score,Back On Track Denom,Back On Track Pts Earn,Back On Track Pts Poss,Back On Track Pct Earn,Back On Track Tier,ACCESS Growth Score,ACCESS Growth Denom,ACCESS Growth Pts Earn,ACCESS Growth Pts Poss,ACCESS Growth Pct Earn,ACCESS Growth Tier,Keystone Alg1 AGI (L33P) Score,Keystone Alg1 AGI (L33P) Pts Earn,Keystone Alg1 AGI (L33P) Pts Poss,Keystone Alg1 AGI (L33P) Pct Earn,Keystone Alg1 AGI (L33P) Tier,Keystone Bio AGI (L33P) Score,Keystone Bio AGI (L33P) Pts Earn,Keystone Bio AGI (L33P) Pts Poss,Keystone Bio AGI (L33P) Pct Earn,Keystone Bio AGI (L33P) Tier,Keystone Lit AGI (L33P) Score,Keystone Lit AGI (L33P) Pts Earn,Keystone Lit AGI (L33P) Pts Poss,Keystone Lit AGI (L33P) Pct Earn,Keystone Lit AGI (L33P) Tier,Attendance (95%+) Score,Attendance (95%+) Denom,Attendance (95%+) Pts Earn,Attendance (95%+) Pts Poss,Attendance (95%+) Pct Earn,Attendance (95%+) Tier,Attendance (90%-95%) Score,Attendance (90%-95%) Denom,Attendance (85%-90%) Score,Attendance (85%-90%) Denom,Attendance (80%-85%) Score,Attendance (80%-85%) Denom,Attendance (<80%) Score,Attendance (<80%) Denom,Retention Score,Retention Denom,Retention Pts Earn,Retention Pts Poss,Retention Pct Earn,Retention Tier,ISS Score,ISS Denom,ISS Pts Earn,ISS Pts Poss,ISS Pct Earn,ISS Tier,OSS Score,OSS Denom,OSS Pts Earn,OSS Pts Poss,OSS Pct Earn,OSS Tier,Student Survey Climate Score,Student Survey Climate Pts Earn,Student Survey Climate Pts Poss,Student Survey Climate Pct Earn,Student Survey Climate Tier,Parent Survey Climate Score,Parent Survey Climate Pts Earn,Parent Survey Climate Pts Poss,Parent Survey Climate Pct Earn,Parent Survey Climate Tier,Parent Survey Participation Score,Parent Survey Participation Pts Earn,Parent Survey Participation Pts Poss,Parent Survey Participation Pct Earn,Parent Survey Participation Tier,Grad Score,Grad Denom,Grad Pts Earn,Grad Pts Poss,Grad Pct Earn,Grad Tier,FF Matric Score,FF Matric Denom,FF Matric Pts Earn,FF Matric Pts Poss,FF Matric Pct Earn,FF Matric Tier,AP/IB/NOCTI/Dual Score,AP/IB/NOCTI/Dual Denom,AP/IB/NOCTI/Dual Pts Earn,AP/IB/NOCTI/Dual Pts Poss,AP/IB/NOCTI/Dual Pct Earn,AP/IB/NOCTI/Dual Tier,AP/IB/NOCTI/Dual (Participants) Score,AP/IB/NOCTI/Dual (Participants) Denom,AP/IB/NOCTI/Dual (Non-Participants) Score,AP/IB/NOCTI/Dual (Non-Participants) Denom,ACT/SAT Score,ACT/SAT Denom,ACT/SAT Pts Earn,ACT/SAT Pts Poss,ACT/SAT Pct Earn,ACT/SAT Tier,ACT/SAT (Participants) Score,ACT/SAT (Participants) Denom,ACT/SAT (Non-Participants) Score,ACT/SAT (Non-Participants) Denom,FAFSA Score,FAFSA Denom,FAFSA Pts Earn,FAFSA Pts Poss,FAFSA Pct Earn,FAFSA Tier,Student Survey College & Career Score,Student Survey College & Career Pts Earn,Student Survey College & Career Pts Poss,Student Survey College & Career Pct Earn,Student Survey College & Career Tier,Teach Effect MMS Dist Score,Teach Effect MMS Prof Score,Teacher Attendance Score,Student Survey Teaching Score
Mastery Charter School at Thomas Campus,W85,3385,HS,High School,927 Johnston St.,Philadelphia,PA,19148,267-236-0036,267-236-0030,Charter,N/A,446,www.masterycharter.org/thomaselementary,'9-12',Citywide With Criteria,HS-4,Charters,Charters,,46,44.88,98.00,WATCH,1st out of 8,29th out of 85,18,5.43,30.00,INTERVENE,1st out of 8,20th out of 72,66,25.15,38.00,REINFORCE,1st out of 8,21st out of 85,59,11.73,20.00,REINFORCE,2nd out of 8,44th out of 85,26,2.58,10.00,WATCH,2nd out of 8,53rd out of 82,12,113,0.00,8.00,0,INTERVENE,Insufficient Sample,Insufficient Sample,2,113,0.11,1.50,7,INTERVENE,27,110,0.73,8.00,9,INTERVENE,11,110,0.65,1.50,44,WATCH,54,133,3.41,8.00,43,WATCH,6,133,0.36,1.50,24,INTERVENE,6,49,0.17,1.50,11,INTERVENE,0.67,3.62,6.50,56,REINFORCE,1.74,5.94,6.50,91,MODEL,6.42,6.50,6.50,100,MODEL,76,248,1.55,8.00,19,INTERVENE,74,69,4.07,6.00,68,REINFORCE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,0.17,0.59,1.50,39,WATCH,1.86,1.43,1.50,95,MODEL,1.92,1.46,1.50,97,MODEL,45,462,4.07,8.00,51,REINFORCE,23,462,11,462,8,462,13,462,94,422,6.00,6.00,100,MODEL,100,462,0.49,0.50,98,MODEL,84,462,1.17,2.50,47,WATCH,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,76,110,0.24,4.50,5,INTERVENE,56,89,0.85,1.50,57,REINFORCE,30,97,0.50,1.00,50,REINFORCE,12,97,58,97,5,97,0.00,1.00,0,INTERVENE,76,97,19,97,74,97,0.98,1.00,98,MODEL,0,0.00,1.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Boys Latin of Philadelphia Charter School,W88,3388,HS,High School,5501 Cedar Ave.,Philadelphia,PA,19143,215-387-5149,215-387-5159,Charter,N/A,447,www.boyslatin.org,'9-12',Citywide,HS-3,Charters,Charters,,35,33.84,96.50,WATCH,12th out of 24,40th out of 85,1,0.30,28.50,INTERVENE,15th out of 21,55th out of 72,46,17.41,38.00,WATCH,13th out of 24,40th out of 85,68,13.67,20.00,REINFORCE,9th out of 24,33rd out of 85,25,2.46,10.00,WATCH,19th out of 23,55th out of 82,11,268,0.00,8.00,0,INTERVENE,13,110,1,268,0.07,1.50,4,INTERVENE,10,297,0.00,8.00,0,INTERVENE,0,297,0.02,1.50,1,INTERVENE,22,158,0.22,8.00,3,INTERVENE,0,158,0.00,1.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,0.95,4.23,6.50,65,REINFORCE,-1.78,0.00,6.50,0,INTERVENE,-1.10,0.00,6.50,0,INTERVENE,90,303,5.45,8.00,68,REINFORCE,79,39,4.74,6.00,79,MODEL,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2.13,1.50,1.50,100,MODEL,2.93,1.50,1.50,100,MODEL,-1.82,0.00,1.50,0,INTERVENE,51,449,4.96,8.00,62,REINFORCE,27,449,13,449,4,449,5,449,95,402,6.00,6.00,100,MODEL,99,449,0.43,0.50,87,MODEL,92,449,1.81,2.50,73,REINFORCE,46,0.46,1.00,46,WATCH,0,0.00,1.00,0,INTERVENE,3,0.00,1.00,0,INTERVENE,64,85,0.00,4.50,0,INTERVENE,68,62,1.17,1.50,78,MODEL,1,72,0.00,1.00,0,INTERVENE,15,72,83,72,8,72,0.00,1.00,0,INTERVENE,71,72,21,72,74,72,0.97,1.00,97,MODEL,32,0.32,1.00,32,WATCH,Data Not Available,Data Not Available,Data Not Available,43
Mastery Charter School at Pickett,W93,3393,HS,High School,5700 Wayne Ave.,Philadelphia,PA,19144,215-866-9000,215-866-9001,Charter,N/A,450,www.masterycharter.org/schools/pickett-campus,'9-12',Citywide With Criteria,HS-2,Charters,Charters,,40,39.05,96.50,WATCH,2nd out of 10,34th out of 85,9,2.59,28.50,INTERVENE,2nd out of 7,29th out of 72,61,23.10,38.00,REINFORCE,3rd out of 10,27th out of 85,46,9.28,20.00,WATCH,3rd out of 10,64th out of 85,41,4.08,10.00,WATCH,1st out of 8,38th out of 82,7,163,0.00,8.00,0,INTERVENE,Insufficient Sample,Insufficient Sample,1,163,0.07,1.50,5,INTERVENE,26,104,0.60,8.00,7,INTERVENE,2,104,0.12,1.50,8,INTERVENE,36,168,1.63,8.00,20,INTERVENE,3,168,0.18,1.50,12,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-0.09,1.97,6.50,30,WATCH,0.86,4.03,6.50,62,REINFORCE,2.59,6.50,6.50,100,MODEL,91,255,5.70,8.00,71,REINFORCE,68,57,3.41,6.00,57,REINFORCE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,1.08,1.04,1.50,69,REINFORCE,-0.11,0.45,1.50,30,WATCH,-1.02,0.00,1.50,0,INTERVENE,34,468,2.27,8.00,28,WATCH,30,468,14,468,9,468,13,468,95,386,6.00,6.00,100,MODEL,99,468,0.44,0.50,87,MODEL,77,468,0.58,2.50,23,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,83,95,1.47,4.50,33,WATCH,65,79,1.08,1.50,72,REINFORCE,31,83,0.53,1.00,53,REINFORCE,6,83,63,83,1,83,0.00,1.00,0,INTERVENE,78,83,20,83,77,83,1.00,1.00,100,MODEL,0,0.00,1.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Eastern University Academy Charter School*,W97,3397,HS,High School,Closed,Closed,Closed,Closed,Closed,Closed,Charter,N/A,203,Closed,'9-12',Citywide,HS-3,Charters,Closed,*School closed at the end of the 2018-2019 school year.,33,26.89,81.50,WATCH,16th out of 24,49th out of 85,1,0.24,28.50,INTERVENE,17th out of 21,57th out of 72,37,8.84,24.00,WATCH,15th out of 24,45th out of 85,74,14.78,20.00,REINFORCE,5th out of 24,18th out of 85,34,3.02,9.00,WATCH,13th out of 23,45th out of 82,2,148,0.00,8.00,0,INTERVENE,0,58,0,148,0.00,1.50,0,INTERVENE,12,85,0.00,8.00,0,INTERVENE,0,85,0.00,1.50,0,INTERVENE,22,132,0.20,8.00,2,INTERVENE,1,132,0.05,1.50,3,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-4.27,0.00,6.50,0,INTERVENE,3.16,6.50,6.50,100,MODEL,-1.14,0.00,6.50,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,0.68,0.84,1.50,56,REINFORCE,2.79,1.50,1.50,100,MODEL,-1.97,0.00,1.50,0,INTERVENE,60,215,6.32,8.00,79,MODEL,23,215,11,215,3,215,3,215,99,189,6.00,6.00,100,MODEL,100,215,0.50,0.50,100,MODEL,93,215,1.96,2.50,78,MODEL,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,6,0.00,1.00,0,INTERVENE,81,47,1.05,4.50,23,INTERVENE,61,38,0.97,1.50,65,REINFORCE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,0,43,0.00,1.00,0,INTERVENE,65,43,35,43,77,43,1.00,1.00,100,MODEL,0,0.00,1.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Sankofa Freedom Academy Charter School,W99,3399,HS,High School,2501 Kensington Ave.,Philadelphia,PA,19125,215-288-2001,215-288-2099,Charter,N/A,177,www.sfacs.us,'9-12',Citywide With Criteria,HS-1,Charters,Charters,,45,40.27,90.50,WATCH,4th out of 19,30th out of 85,6,1.68,28.50,INTERVENE,5th out of 14,39th out of 72,65,20.89,32.00,REINFORCE,4th out of 19,23rd out of 85,65,12.91,20.00,REINFORCE,5th out of 19,35th out of 85,48,4.79,10.00,WATCH,3rd out of 19,32nd out of 82,11,97,0.00,8.00,0,INTERVENE,Insufficient Sample,Insufficient Sample,0,97,0.00,1.50,0,INTERVENE,16,107,0.00,8.00,0,INTERVENE,1,107,0.06,1.50,4,INTERVENE,36,91,1.63,8.00,20,INTERVENE,0,91,0.00,1.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-0.36,1.39,6.50,21,INTERVENE,-0.33,1.45,6.50,22,INTERVENE,3.95,6.50,6.50,100,MODEL,99,107,7.75,8.00,97,MODEL,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,1.31,1.16,1.50,77,MODEL,1.29,1.15,1.50,76,MODEL,2.59,1.50,1.50,100,MODEL,41,203,3.42,8.00,43,WATCH,29,203,15,203,9,203,6,203,92,151,6.00,6.00,100,MODEL,100,203,0.50,0.50,100,MODEL,78,203,0.69,2.50,28,WATCH,50,0.50,1.00,50,REINFORCE,80,0.80,1.00,80,MODEL,66,1.00,1.00,100,MODEL,85,39,1.73,4.50,38,WATCH,65,34,1.08,1.50,72,REINFORCE,37,35,0.68,1.00,68,REINFORCE,0,35,63,35,6,35,0.00,1.00,0,INTERVENE,91,35,3,35,97,35,1.00,1.00,100,MODEL,30,0.30,1.00,30,WATCH,Data Not Available,Data Not Available,Data Not Available,50
Tacony Academy Charter School,X04,3404,HS,High School,1330 Rhawn St.,Philadelphia,PA,19111,215-742-5100,215-742-5200,Charter,N/A,388,www.ap-schools.org/Tacony-Academy-Charter,'9-12',Citywide With Criteria,HS-5,Charters,Charters,,31,28.47,90.50,WATCH,13th out of 14,52nd out of 85,6,1.65,28.50,INTERVENE,13th out of 14,40th out of 72,36,11.37,32.00,WATCH,11th out of 14,46th out of 85,52,10.37,20.00,REINFORCE,14th out of 14,56th out of 85,51,5.08,10.00,REINFORCE,11th out of 14,26th out of 82,15,229,0.00,8.00,0,INTERVENE,21,94,4,229,0.26,1.50,17,INTERVENE,17,149,0.00,8.00,0,INTERVENE,4,149,0.24,1.50,16,INTERVENE,31,148,1.11,8.00,14,INTERVENE,1,148,0.04,1.50,3,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-0.35,1.41,6.50,22,INTERVENE,-0.19,1.76,6.50,27,WATCH,0.09,2.36,6.50,36,WATCH,89,261,4.94,8.00,62,REINFORCE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,-0.49,0.26,1.50,17,INTERVENE,0.30,0.65,1.50,43,WATCH,-2.00,0.00,1.50,0,INTERVENE,26,395,0.89,8.00,11,INTERVENE,32,395,15,395,12,395,15,395,97,376,6.00,6.00,100,MODEL,100,395,0.50,0.50,100,MODEL,88,395,1.49,2.50,60,REINFORCE,60,0.60,1.00,60,REINFORCE,83,0.83,1.00,83,MODEL,12,0.06,1.00,6,INTERVENE,92,101,3.07,4.50,68,REINFORCE,58,93,0.90,1.50,60,REINFORCE,3,96,0.00,1.00,0,INTERVENE,36,96,60,96,3,96,0.00,1.00,0,INTERVENE,93,96,4,96,66,96,0.81,1.00,81,MODEL,29,0.29,1.00,29,WATCH,Data Not Available,Data Not Available,Data Not Available,52
Aspira Charter School at Olney,X14,3414,HS,High School,100 W. Duncannon Ave.,Philadelphia,PA,19120,215-456-3014,215-456-3138,Charter,Renaissance Charter,1864,olneycharter.org/,'9-12',Neighborhood,HS-1,Charters,Charters,,35,34.23,98.00,WATCH,6th out of 19,41st out of 85,0,0.02,30.00,INTERVENE,13th out of 14,71st out of 72,61,23.28,38.00,REINFORCE,5th out of 19,26th out of 85,51,10.23,20.00,REINFORCE,9th out of 19,57th out of 85,7,0.69,10.00,INTERVENE,16th out of 19,76th out of 82,4,738,0.00,8.00,0,INTERVENE,Insufficient Sample,Insufficient Sample,0,738,0.02,1.50,1,INTERVENE,4,779,0.00,8.00,0,INTERVENE,0,779,0.00,1.50,0,INTERVENE,13,722,0.00,8.00,0,INTERVENE,0,722,0.01,1.50,1,INTERVENE,2,540,0.00,1.50,0,INTERVENE,5.52,6.50,6.50,100,MODEL,1.27,4.92,6.50,76,MODEL,-2.58,0.00,6.50,0,INTERVENE,91,871,5.52,8.00,69,REINFORCE,64,176,2.90,6.00,48,WATCH,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,7.01,1.50,1.50,100,MODEL,7.60,1.50,1.50,100,MODEL,-0.12,0.44,1.50,29,WATCH,9,2171,0.00,8.00,0,INTERVENE,17,2171,17,2171,14,2171,43,2171,87,1650,6.00,6.00,100,MODEL,100,2171,0.50,0.50,100,MODEL,91,2171,1.77,2.50,71,REINFORCE,43,0.43,1.00,43,WATCH,53,0.53,1.00,53,REINFORCE,67,1.00,1.00,100,MODEL,68,584,0.00,4.50,0,INTERVENE,27,432,0.05,1.50,3,INTERVENE,3,450,0.00,1.00,0,INTERVENE,4,450,93,450,2,450,0.00,1.00,0,INTERVENE,41,450,57,450,44,450,0.38,1.00,38,WATCH,27,0.27,1.00,27,WATCH,Data Not Available,Data Not Available,Data Not Available,44
Mastery Charter School at Gratz,X16,3416,HS,High School,1798 W. Hunting Park Ave.,Philadelphia,PA,19140,215-227-4408,215-227-3694,Charter,Renaissance Charter,1131,www.masterycharter.org/gratzprep,'9-12',Neighborhood,HS-2,Charters,Charters,,31,29.60,96.50,WATCH,4th out of 10,55th out of 85,2,0.60,28.50,INTERVENE,4th out of 7,51st out of 72,47,17.91,38.00,WATCH,4th out of 10,39th out of 85,48,9.57,20.00,WATCH,2nd out of 10,62nd out of 85,15,1.51,10.00,INTERVENE,3rd out of 8,62nd out of 82,12,336,0.00,8.00,0,INTERVENE,Insufficient Sample,Insufficient Sample,3,336,0.18,1.50,12,INTERVENE,14,227,0.00,8.00,0,INTERVENE,1,227,0.05,1.50,4,INTERVENE,24,333,0.37,8.00,5,INTERVENE,0,333,0.00,1.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,1.78,6.02,6.50,93,MODEL,0.95,4.23,6.50,65,REINFORCE,-0.50,1.08,6.50,17,INTERVENE,70,466,0.00,8.00,0,INTERVENE,72,253,3.88,6.00,65,REINFORCE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,1.40,1.20,1.50,80,MODEL,2.94,1.50,1.50,100,MODEL,-2.11,0.00,1.50,0,INTERVENE,40,1183,3.14,8.00,39,WATCH,27,1183,12,1183,7,1183,15,1183,88,938,6.00,6.00,100,MODEL,99,1183,0.43,0.50,87,MODEL,61,1183,0.00,2.50,0,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,66,251,0.00,4.50,0,INTERVENE,40,178,0.41,1.50,27,WATCH,17,207,0.18,1.00,18,INTERVENE,1,207,81,207,1,207,0.00,1.00,0,INTERVENE,70,207,29,207,71,207,0.92,1.00,92,MODEL,0,0.00,1.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Universal Charter School at Audenried,X17,3417,HS,High School,3301 Tasker St.,Philadelphia,PA,19145,215-952-4801,267-909-9425,Charter,Renaissance Charter,516,www.universalfamilyofschools.org/universal-audenreid-charter-high-school/,'9-12',Neighborhood,HS-2,Charters,Charters,,40,38.96,96.50,WATCH,3rd out of 10,35th out of 85,2,0.70,28.50,INTERVENE,3rd out of 7,48th out of 72,72,27.52,38.00,REINFORCE,2nd out of 10,14th out of 85,45,8.95,20.00,WATCH,4th out of 10,66th out of 85,18,1.80,10.00,INTERVENE,2nd out of 8,59th out of 82,7,334,0.00,8.00,0,INTERVENE,15,82,1,334,0.04,1.50,2,INTERVENE,6,217,0.00,8.00,0,INTERVENE,0,217,0.00,1.50,0,INTERVENE,27,233,0.66,8.00,8,INTERVENE,0,233,0.00,1.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,2.66,6.50,6.50,100,MODEL,0.81,3.92,6.50,60,REINFORCE,3.12,6.50,6.50,100,MODEL,88,279,4.75,8.00,59,REINFORCE,60,40,2.40,6.00,40,WATCH,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,4.00,1.50,1.50,100,MODEL,2.38,1.50,1.50,100,MODEL,-0.11,0.45,1.50,30,WATCH,14,566,0.00,8.00,0,INTERVENE,20,566,17,566,11,566,37,566,86,426,6.00,6.00,100,MODEL,100,566,0.50,0.50,100,MODEL,84,566,1.13,2.50,45,WATCH,45,0.45,1.00,45,WATCH,67,0.67,1.00,67,REINFORCE,18,0.20,1.00,20,INTERVENE,66,106,0.00,4.50,0,INTERVENE,38,77,0.35,1.50,23,INTERVENE,41,88,0.77,1.00,77,MODEL,39,88,20,88,2,88,0.00,1.00,0,INTERVENE,45,88,52,88,43,88,0.36,1.00,36,WATCH,32,0.32,1.00,32,WATCH,Data Not Available,Data Not Available,Data Not Available,37
TECH Freire Charter School,X41,3441,HS,High School,2221 N. Broad St.,Philadelphia,PA,19132,267-507-1111,N/A,Charter,N/A,493,www.techfreire.org,'9-12',Citywide With Criteria,HS-3,Charters,Charters,,34,33.23,96.50,WATCH,13th out of 24,43rd out of 85,2,0.57,28.50,INTERVENE,13th out of 21,53rd out of 72,53,20.26,38.00,REINFORCE,10th out of 24,31st out of 85,49,9.85,20.00,WATCH,19th out of 24,59th out of 85,26,2.56,10.00,WATCH,18th out of 23,54th out of 82,9,255,0.00,8.00,0,INTERVENE,5,127,0,255,0.00,1.50,0,INTERVENE,12,244,0.00,8.00,0,INTERVENE,0,244,0.02,1.50,2,INTERVENE,25,224,0.55,8.00,7,INTERVENE,0,224,0.00,1.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-0.56,0.95,6.50,15,INTERVENE,1.12,4.59,6.50,71,REINFORCE,4.33,6.50,6.50,100,MODEL,82,296,3.14,8.00,39,WATCH,47,36,0.87,6.00,14,INTERVENE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2.20,1.50,1.50,100,MODEL,1.63,1.32,1.50,88,MODEL,1.79,1.40,1.50,93,MODEL,35,534,2.34,8.00,29,WATCH,28,534,13,534,7,534,17,534,93,406,6.00,6.00,100,MODEL,100,534,0.50,0.50,100,MODEL,69,534,0.00,2.50,0,INTERVENE,0,0.00,1.00,0,INTERVENE,86,0.86,1.00,86,MODEL,16,0.14,1.00,14,INTERVENE,80,83,0.81,4.50,18,INTERVENE,59,68,0.92,1.50,61,REINFORCE,0,68,0.00,1.00,0,INTERVENE,0,68,100,68,1,68,0.00,1.00,0,INTERVENE,69,68,29,68,66,68,0.82,1.00,82,MODEL,0,0.00,1.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
